candidate,party,office,district,town,votes,precinct
Uncommitted,Republican Party,President,,Farmington,2,Municipal Buildings - Fhs - Library - Town Hall
Ron DeSantis,Republican Party,President,,Farmington,0,West Woods - District 1 Precinct 4
Nikki Haley,Republican Party,President,,Farmington,10,West Woods - District 1 Precinct 4
Donald J. Trump,Republican Party,President,,Farmington,20,West Woods - District 1 Precinct 4
Ryan Binkley,Republican Party,President,,Farmington,0,West Woods - District 1 Precinct 4
Uncommitted,Republican Party,President,,Farmington,2,West Woods - District 1 Precinct 4
Ron DeSantis,Republican Party,President,,Farmington,0,West Woods School - District 1 Precinct 3
Nikki Haley,Republican Party,President,,Farmington,2,West Woods School - District 1 Precinct 3
Donald J. Trump,Republican Party,President,,Farmington,18,West Woods School - District 1 Precinct 3
Ryan Binkley,Republican Party,President,,Farmington,1,West Woods School - District 1 Precinct 3
Uncommitted,Republican Party,President,,Farmington,2,West Woods School - District 1 Precinct 3
Ron DeSantis,Republican Party,President,,Franklin,1,Franklin Town Hall
Nikki Haley,Republican Party,President,,Franklin,3,Franklin Town Hall
Donald J. Trump,Republican Party,President,,Franklin,27,Franklin Town Hall
Ryan Binkley,Republican Party,President,,Franklin,0,Franklin Town Hall
Uncommitted,Republican Party,President,,Franklin,1,Franklin Town Hall
Ron DeSantis,Republican Party,President,,Glastonbury,5,District 1 - Smith Middle School
Nikki Haley,Republican Party,President,,Glastonbury,25,District 1 - Smith Middle School
Donald J. Trump,Republican Party,President,,Glastonbury,71,District 1 - Smith Middle School
Ryan Binkley,Republican Party,President,,Glastonbury,0,District 1 - Smith Middle School
Uncommitted,Republican Party,President,,Glastonbury,8,District 1 - Smith Middle School
Ron DeSantis,Republican Party,President,,Glastonbury,5,District 2 Hebron Avenue School
Nikki Haley,Republican Party,President,,Glastonbury,15,District 2 Hebron Avenue School
Donald J. Trump,Republican Party,President,,Glastonbury,62,District 2 Hebron Avenue School
Ryan Binkley,Republican Party,President,,Glastonbury,0,District 2 Hebron Avenue School
Uncommitted,Republican Party,President,,Glastonbury,7,District 2 Hebron Avenue School
Ron DeSantis,Republican Party,President,,Glastonbury,2,District 4 Gideon Welles School
Nikki Haley,Republican Party,President,,Glastonbury,12,District 4 Gideon Welles School
Donald J. Trump,Republican Party,President,,Glastonbury,68,District 4 Gideon Welles School
Ryan Binkley,Republican Party,President,,Glastonbury,4,District 4 Gideon Welles School
Uncommitted,Republican Party,President,,Glastonbury,2,District 4 Gideon Welles School
Ron DeSantis,Republican Party,President,,Glastonbury,4,District 5 - Nayaug Elementary School
Nikki Haley,Republican Party,President,,Glastonbury,19,District 5 - Nayaug Elementary School
Donald J. Trump,Republican Party,President,,Glastonbury,67,District 5 - Nayaug Elementary School
Ryan Binkley,Republican Party,President,,Glastonbury,0,District 5 - Nayaug Elementary School
Uncommitted,Republican Party,President,,Glastonbury,4,District 5 - Nayaug Elementary School
Ron DeSantis,Republican Party,President,,Glastonbury,7,District 7 - Academy Building
Nikki Haley,Republican Party,President,,Glastonbury,28,District 7 - Academy Building
Donald J. Trump,Republican Party,President,,Glastonbury,72,District 7 - Academy Building
Ryan Binkley,Republican Party,President,,Glastonbury,1,District 7 - Academy Building
Uncommitted,Republican Party,President,,Glastonbury,4,District 7 - Academy Building
Ron DeSantis,Republican Party,President,,Glastonbury,4,District 9 - Hopewell School
Nikki Haley,Republican Party,President,,Glastonbury,23,District 9 - Hopewell School
Donald J. Trump,Republican Party,President,,Glastonbury,50,District 9 - Hopewell School
Ryan Binkley,Republican Party,President,,Glastonbury,1,District 9 - Hopewell School
Uncommitted,Republican Party,President,,Glastonbury,4,District 9 - Hopewell School
Ron DeSantis,Republican Party,President,,Goshen,2,Camp Cochipianee
Nikki Haley,Republican Party,President,,Goshen,19,Camp Cochipianee
Donald J. Trump,Republican Party,President,,Goshen,102,Camp Cochipianee
Ryan Binkley,Republican Party,President,,Goshen,0,Camp Cochipianee
Uncommitted,Republican Party,President,,Goshen,8,Camp Cochipianee
Ron DeSantis,Republican Party,President,,Granby,3,Granby Memorial High School - Community Gym
Ron DeSantis,Republican Party,President,,Granby,14,Granby Memorial High School - Community Gym
Nikki Haley,Republican Party,President,,Granby,1,Granby Memorial High School - Community Gym
Nikki Haley,Republican Party,President,,Granby,58,Granby Memorial High School - Community Gym
Donald J. Trump,Republican Party,President,,Granby,17,Granby Memorial High School - Community Gym
Donald J. Trump,Republican Party,President,,Granby,235,Granby Memorial High School - Community Gym
Ryan Binkley,Republican Party,President,,Granby,0,Granby Memorial High School - Community Gym
Ryan Binkley,Republican Party,President,,Granby,0,Granby Memorial High School - Community Gym
Uncommitted,Republican Party,President,,Granby,3,Granby Memorial High School - Community Gym
Uncommitted,Republican Party,President,,Granby,24,Granby Memorial High School - Community Gym
Ron DeSantis,Republican Party,President,,Greenwich,0,Bendheim Western Greenwich Civic Center
Nikki Haley,Republican Party,President,,Greenwich,16,Bendheim Western Greenwich Civic Center
Donald J. Trump,Republican Party,President,,Greenwich,69,Bendheim Western Greenwich Civic Center
Ryan Binkley,Republican Party,President,,Greenwich,0,Bendheim Western Greenwich Civic Center
Uncommitted,Republican Party,President,,Greenwich,4,Bendheim Western Greenwich Civic Center
Ron DeSantis,Republican Party,President,,Greenwich,2,Central Middle School
Nikki Haley,Republican Party,President,,Greenwich,10,Central Middle School
Donald J. Trump,Republican Party,President,,Greenwich,65,Central Middle School
Ryan Binkley,Republican Party,President,,Greenwich,0,Central Middle School
Uncommitted,Republican Party,President,,Greenwich,3,Central Middle School
Ron DeSantis,Republican Party,President,,Greenwich,1,Glenville School
Nikki Haley,Republican Party,President,,Greenwich,9,Glenville School
Donald J. Trump,Republican Party,President,,Greenwich,44,Glenville School
Ryan Binkley,Republican Party,President,,Greenwich,0,Glenville School
Uncommitted,Republican Party,President,,Greenwich,3,Glenville School
Ron DeSantis,Republican Party,President,,Greenwich,3,Greenwich High School
Nikki Haley,Republican Party,President,,Greenwich,18,Greenwich High School
Donald J. Trump,Republican Party,President,,Greenwich,30,Greenwich High School
Ryan Binkley,Republican Party,President,,Greenwich,0,Greenwich High School
Uncommitted,Republican Party,President,,Greenwich,4,Greenwich High School
Ron DeSantis,Republican Party,President,,Greenwich,1,Greenwich Town Hall
Nikki Haley,Republican Party,President,,Greenwich,19,Greenwich Town Hall
Donald J. Trump,Republican Party,President,,Greenwich,30,Greenwich Town Hall
Ryan Binkley,Republican Party,President,,Greenwich,0,Greenwich Town Hall
Uncommitted,Republican Party,President,,Greenwich,3,Greenwich Town Hall
Ron DeSantis,Republican Party,President,,Greenwich,1,Julian Curtiss School
Nikki Haley,Republican Party,President,,Greenwich,13,Julian Curtiss School
Donald J. Trump,Republican Party,President,,Greenwich,36,Julian Curtiss School
Ryan Binkley,Republican Party,President,,Greenwich,0,Julian Curtiss School
Uncommitted,Republican Party,President,,Greenwich,4,Julian Curtiss School
Ron DeSantis,Republican Party,President,,Greenwich,1,New Lebanon School
Nikki Haley,Republican Party,President,,Greenwich,8,New Lebanon School
Donald J. Trump,Republican Party,President,,Greenwich,37,New Lebanon School
Ryan Binkley,Republican Party,President,,Greenwich,1,New Lebanon School
Uncommitted,Republican Party,President,,Greenwich,4,New Lebanon School
Ron DeSantis,Republican Party,President,,Greenwich,2,North Mianus School
Nikki Haley,Republican Party,President,,Greenwich,9,North Mianus School
Donald J. Trump,Republican Party,President,,Greenwich,71,North Mianus School
Ryan Binkley,Republican Party,President,,Greenwich,0,North Mianus School
Uncommitted,Republican Party,President,,Greenwich,5,North Mianus School
Ron DeSantis,Republican Party,President,,Greenwich,0,North Street School
Nikki Haley,Republican Party,President,,Greenwich,17,North Street School
Donald J. Trump,Republican Party,President,,Greenwich,33,North Street School
Ryan Binkley,Republican Party,President,,Greenwich,0,North Street School
Uncommitted,Republican Party,President,,Greenwich,1,North Street School
Ron DeSantis,Republican Party,President,,Greenwich,4,Old Greenwich School
Nikki Haley,Republican Party,President,,Greenwich,10,Old Greenwich School
Donald J. Trump,Republican Party,President,,Greenwich,36,Old Greenwich School
Ryan Binkley,Republican Party,President,,Greenwich,0,Old Greenwich School
Uncommitted,Republican Party,President,,Greenwich,4,Old Greenwich School
Ron DeSantis,Republican Party,President,,Greenwich,1,Riverside School
Nikki Haley,Republican Party,President,,Greenwich,20,Riverside School
Donald J. Trump,Republican Party,President,,Greenwich,20,Riverside School
Ryan Binkley,Republican Party,President,,Greenwich,0,Riverside School
Uncommitted,Republican Party,President,,Greenwich,7,Riverside School
Ron DeSantis,Republican Party,President,,Greenwich,1,Western Middle School
Nikki Haley,Republican Party,President,,Greenwich,3,Western Middle School
Donald J. Trump,Republican Party,President,,Greenwich,12,Western Middle School
Ryan Binkley,Republican Party,President,,Greenwich,0,Western Middle School
Uncommitted,Republican Party,President,,Greenwich,0,Western Middle School
Ron DeSantis,Republican Party,President,,Griswold,6,Griswold Town Hall Local
Nikki Haley,Republican Party,President,,Griswold,13,Griswold Town Hall Local
Donald J. Trump,Republican Party,President,,Griswold,127,Griswold Town Hall Local
Ryan Binkley,Republican Party,President,,Griswold,2,Griswold Town Hall Local
Uncommitted,Republican Party,President,,Griswold,5,Griswold Town Hall Local
Ron DeSantis,Republican Party,President,,Groton,2,City Of Groton Municipal Building
Nikki Haley,Republican Party,President,,Groton,5,City Of Groton Municipal Building
Donald J. Trump,Republican Party,President,,Groton,19,City Of Groton Municipal Building
Ryan Binkley,Republican Party,President,,Groton,0,City Of Groton Municipal Building
Uncommitted,Republican Party,President,,Groton,3,City Of Groton Municipal Building
Ron DeSantis,Republican Party,President,,Groton,1,Groton Public Library
Nikki Haley,Republican Party,President,,Groton,8,Groton Public Library
Donald J. Trump,Republican Party,President,,Groton,21,Groton Public Library
Ryan Binkley,Republican Party,President,,Groton,0,Groton Public Library
Uncommitted,Republican Party,President,,Groton,5,Groton Public Library
Ron DeSantis,Republican Party,President,,Groton,2,Mary Morrisson Elementary School
Nikki Haley,Republican Party,President,,Groton,3,Mary Morrisson Elementary School
Donald J. Trump,Republican Party,President,,Groton,39,Mary Morrisson Elementary School
Ryan Binkley,Republican Party,President,,Groton,1,Mary Morrisson Elementary School
Uncommitted,Republican Party,President,,Groton,5,Mary Morrisson Elementary School
Ron DeSantis,Republican Party,President,,Groton,1,Mystic River Magnet
Nikki Haley,Republican Party,President,,Groton,14,Mystic River Magnet
Donald J. Trump,Republican Party,President,,Groton,42,Mystic River Magnet
Ryan Binkley,Republican Party,President,,Groton,1,Mystic River Magnet
Uncommitted,Republican Party,President,,Groton,5,Mystic River Magnet
Ron DeSantis,Republican Party,President,,Groton,0,Robert E Fitch Sr High School
Nikki Haley,Republican Party,President,,Groton,14,Robert E Fitch Sr High School
Donald J. Trump,Republican Party,President,,Groton,24,Robert E Fitch Sr High School
Ryan Binkley,Republican Party,President,,Groton,0,Robert E Fitch Sr High School
Uncommitted,Republican Party,President,,Groton,1,Robert E Fitch Sr High School
Ron DeSantis,Republican Party,President,,Groton,0,School Administration Bldg
Nikki Haley,Republican Party,President,,Groton,5,School Administration Bldg
Donald J. Trump,Republican Party,President,,Groton,38,School Administration Bldg
Ryan Binkley,Republican Party,President,,Groton,0,School Administration Bldg
Uncommitted,Republican Party,President,,Groton,2,School Administration Bldg
Ron DeSantis,Republican Party,President,,Groton,0,Thames River Magnet
Nikki Haley,Republican Party,President,,Groton,4,Thames River Magnet
Donald J. Trump,Republican Party,President,,Groton,18,Thames River Magnet
Ryan Binkley,Republican Party,President,,Groton,1,Thames River Magnet
Uncommitted,Republican Party,President,,Groton,0,Thames River Magnet
Ron DeSantis,Republican Party,President,,Guilford,0,A.W. Cox School
Nikki Haley,Republican Party,President,,Guilford,18,A.W. Cox School
Donald J. Trump,Republican Party,President,,Guilford,34,A.W. Cox School
Ryan Binkley,Republican Party,President,,Guilford,0,A.W. Cox School
Uncommitted,Republican Party,President,,Guilford,4,A.W. Cox School
Ron DeSantis,Republican Party,President,,Guilford,1,Abraham Baldwin School
Nikki Haley,Republican Party,President,,Guilford,9,Abraham Baldwin School
Donald J. Trump,Republican Party,President,,Guilford,70,Abraham Baldwin School
Ryan Binkley,Republican Party,President,,Guilford,2,Abraham Baldwin School
Uncommitted,Republican Party,President,,Guilford,4,Abraham Baldwin School
Ron DeSantis,Republican Party,President,,Guilford,2,Calvin Leete School
Nikki Haley,Republican Party,President,,Guilford,18,Calvin Leete School
Donald J. Trump,Republican Party,President,,Guilford,51,Calvin Leete School
Ryan Binkley,Republican Party,President,,Guilford,0,Calvin Leete School
Uncommitted,Republican Party,President,,Guilford,2,Calvin Leete School
Ron DeSantis,Republican Party,President,,Guilford,0,Guilford Fire Headquarters
Nikki Haley,Republican Party,President,,Guilford,10,Guilford Fire Headquarters
Donald J. Trump,Republican Party,President,,Guilford,42,Guilford Fire Headquarters
