candidate,party,office,district,town,votes,precinct
Kurt Miller,REP,Comptroller,,Kent,78,Town Hall
Sue Hatfield,REP,Attorney General,,Kent,135,Town Hall
John Shaban,REP,Attorney General,,Kent,22,Town Hall
Mark Boughton,REP,Governor,,Killingly,6,Bd Of Ed Central Office - Cafeteria
Mark Boughton,REP,Governor,,Killingly,11,Bd Of Ed Central Office - Cafeteria
Mark Boughton,REP,Governor,,Killingly,12,Bd Of Ed Central Office - Cafeteria
Timothy M Herbst,REP,Governor,,Killingly,17,Bd Of Ed Central Office - Cafeteria
Timothy M Herbst,REP,Governor,,Killingly,24,Bd Of Ed Central Office - Cafeteria
Timothy M Herbst,REP,Governor,,Killingly,30,Bd Of Ed Central Office - Cafeteria
Steve Obsitnik,REP,Governor,,Killingly,10,Bd Of Ed Central Office - Cafeteria
Steve Obsitnik,REP,Governor,,Killingly,13,Bd Of Ed Central Office - Cafeteria
Steve Obsitnik,REP,Governor,,Killingly,22,Bd Of Ed Central Office - Cafeteria
Bob Stefanowski,REP,Governor,,Killingly,27,Bd Of Ed Central Office - Cafeteria
Bob Stefanowski,REP,Governor,,Killingly,36,Bd Of Ed Central Office - Cafeteria
Bob Stefanowski,REP,Governor,,Killingly,48,Bd Of Ed Central Office - Cafeteria
David Stemerman,REP,Governor,,Killingly,6,Bd Of Ed Central Office - Cafeteria
David Stemerman,REP,Governor,,Killingly,15,Bd Of Ed Central Office - Cafeteria
David Stemerman,REP,Governor,,Killingly,21,Bd Of Ed Central Office - Cafeteria
Joe Markley,REP,Lieutenant Governor,,Killingly,51,Bd Of Ed Central Office - Cafeteria
Joe Markley,REP,Lieutenant Governor,,Killingly,54,Bd Of Ed Central Office - Cafeteria
Joe Markley,REP,Lieutenant Governor,,Killingly,92,Bd Of Ed Central Office - Cafeteria
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,12,Bd Of Ed Central Office - Cafeteria
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,17,Bd Of Ed Central Office - Cafeteria
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,21,Bd Of Ed Central Office - Cafeteria
Erin E Stewart,REP,Lieutenant Governor,,Killingly,8,Bd Of Ed Central Office - Cafeteria
Erin E Stewart,REP,Lieutenant Governor,,Killingly,15,Bd Of Ed Central Office - Cafeteria
Erin E Stewart,REP,Lieutenant Governor,,Killingly,30,Bd Of Ed Central Office - Cafeteria
Matthew Corey,REP,United States Senator,,Killingly,63,Bd Of Ed Central Office - Cafeteria
Matthew Corey,REP,United States Senator,,Killingly,67,Bd Of Ed Central Office - Cafeteria
Matthew Corey,REP,United States Senator,,Killingly,112,Bd Of Ed Central Office - Cafeteria
Dominic Rapini,REP,United States Senator,,Killingly,11,Bd Of Ed Central Office - Cafeteria
Dominic Rapini,REP,United States Senator,,Killingly,14,Bd Of Ed Central Office - Cafeteria
Dominic Rapini,REP,United States Senator,,Killingly,24,Bd Of Ed Central Office - Cafeteria
Thad Gray,REP,Treasurer,,Killingly,47,Bd Of Ed Central Office - Cafeteria
Thad Gray,REP,Treasurer,,Killingly,51,Bd Of Ed Central Office - Cafeteria
Thad Gray,REP,Treasurer,,Killingly,80,Bd Of Ed Central Office - Cafeteria
Art Linares,REP,Treasurer,,Killingly,28,Bd Of Ed Central Office - Cafeteria
Art Linares,REP,Treasurer,,Killingly,40,Bd Of Ed Central Office - Cafeteria
Art Linares,REP,Treasurer,,Killingly,46,Bd Of Ed Central Office - Cafeteria
Mark Greenberg,REP,Comptroller,,Killingly,34,Bd Of Ed Central Office - Cafeteria
Mark Greenberg,REP,Comptroller,,Killingly,48,Bd Of Ed Central Office - Cafeteria
Mark Greenberg,REP,Comptroller,,Killingly,53,Bd Of Ed Central Office - Cafeteria
Kurt Miller,REP,Comptroller,,Killingly,39,Bd Of Ed Central Office - Cafeteria
Kurt Miller,REP,Comptroller,,Killingly,44,Bd Of Ed Central Office - Cafeteria
Kurt Miller,REP,Comptroller,,Killingly,71,Bd Of Ed Central Office - Cafeteria
Sue Hatfield,REP,Attorney General,,Killingly,70,Bd Of Ed Central Office - Cafeteria
Sue Hatfield,REP,Attorney General,,Killingly,71,Bd Of Ed Central Office - Cafeteria
Sue Hatfield,REP,Attorney General,,Killingly,104,Bd Of Ed Central Office - Cafeteria
John Shaban,REP,Attorney General,,Killingly,8,Bd Of Ed Central Office - Cafeteria
John Shaban,REP,Attorney General,,Killingly,16,Bd Of Ed Central Office - Cafeteria
John Shaban,REP,Attorney General,,Killingly,21,Bd Of Ed Central Office - Cafeteria
Mark Boughton,REP,Governor,,Killingly,0,Killingly High School
Mark Boughton,REP,Governor,,Killingly,0,Killingly High School
Mark Boughton,REP,Governor,,Killingly,9,Killingly High School
Mark Boughton,REP,Governor,,Killingly,13,Killingly High School
Timothy M Herbst,REP,Governor,,Killingly,0,Killingly High School
Timothy M Herbst,REP,Governor,,Killingly,0,Killingly High School
Timothy M Herbst,REP,Governor,,Killingly,29,Killingly High School
Timothy M Herbst,REP,Governor,,Killingly,35,Killingly High School
Steve Obsitnik,REP,Governor,,Killingly,0,Killingly High School
Steve Obsitnik,REP,Governor,,Killingly,0,Killingly High School
Steve Obsitnik,REP,Governor,,Killingly,13,Killingly High School
Steve Obsitnik,REP,Governor,,Killingly,13,Killingly High School
Bob Stefanowski,REP,Governor,,Killingly,0,Killingly High School
Bob Stefanowski,REP,Governor,,Killingly,0,Killingly High School
Bob Stefanowski,REP,Governor,,Killingly,33,Killingly High School
Bob Stefanowski,REP,Governor,,Killingly,38,Killingly High School
David Stemerman,REP,Governor,,Killingly,0,Killingly High School
David Stemerman,REP,Governor,,Killingly,0,Killingly High School
David Stemerman,REP,Governor,,Killingly,15,Killingly High School
David Stemerman,REP,Governor,,Killingly,18,Killingly High School
Joe Markley,REP,Lieutenant Governor,,Killingly,0,Killingly High School
Joe Markley,REP,Lieutenant Governor,,Killingly,0,Killingly High School
Joe Markley,REP,Lieutenant Governor,,Killingly,61,Killingly High School
Joe Markley,REP,Lieutenant Governor,,Killingly,79,Killingly High School
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,0,Killingly High School
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,0,Killingly High School
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,12,Killingly High School
Jayme Stevenson,REP,Lieutenant Governor,,Killingly,22,Killingly High School
Erin E Stewart,REP,Lieutenant Governor,,Killingly,0,Killingly High School
Erin E Stewart,REP,Lieutenant Governor,,Killingly,0,Killingly High School
Erin E Stewart,REP,Lieutenant Governor,,Killingly,16,Killingly High School
Erin E Stewart,REP,Lieutenant Governor,,Killingly,25,Killingly High School
Matthew Corey,REP,United States Senator,,Killingly,0,Killingly High School
Matthew Corey,REP,United States Senator,,Killingly,0,Killingly High School
Matthew Corey,REP,United States Senator,,Killingly,83,Killingly High School
Matthew Corey,REP,United States Senator,,Killingly,90,Killingly High School
Dominic Rapini,REP,United States Senator,,Killingly,0,Killingly High School
Dominic Rapini,REP,United States Senator,,Killingly,0,Killingly High School
Dominic Rapini,REP,United States Senator,,Killingly,11,Killingly High School
Dominic Rapini,REP,United States Senator,,Killingly,20,Killingly High School
Thad Gray,REP,Treasurer,,Killingly,0,Killingly High School
Thad Gray,REP,Treasurer,,Killingly,0,Killingly High School
Thad Gray,REP,Treasurer,,Killingly,48,Killingly High School
Thad Gray,REP,Treasurer,,Killingly,67,Killingly High School
Art Linares,REP,Treasurer,,Killingly,0,Killingly High School
Art Linares,REP,Treasurer,,Killingly,0,Killingly High School
Art Linares,REP,Treasurer,,Killingly,41,Killingly High School
Art Linares,REP,Treasurer,,Killingly,44,Killingly High School
Mark Greenberg,REP,Comptroller,,Killingly,0,Killingly High School
Mark Greenberg,REP,Comptroller,,Killingly,0,Killingly High School
Mark Greenberg,REP,Comptroller,,Killingly,48,Killingly High School
Mark Greenberg,REP,Comptroller,,Killingly,55,Killingly High School
Kurt Miller,REP,Comptroller,,Killingly,0,Killingly High School
Kurt Miller,REP,Comptroller,,Killingly,0,Killingly High School
Kurt Miller,REP,Comptroller,,Killingly,33,Killingly High School
Kurt Miller,REP,Comptroller,,Killingly,61,Killingly High School
Sue Hatfield,REP,Attorney General,,Killingly,0,Killingly High School
Sue Hatfield,REP,Attorney General,,Killingly,0,Killingly High School
Sue Hatfield,REP,Attorney General,,Killingly,73,Killingly High School
Sue Hatfield,REP,Attorney General,,Killingly,91,Killingly High School
John Shaban,REP,Attorney General,,Killingly,0,Killingly High School
John Shaban,REP,Attorney General,,Killingly,0,Killingly High School
John Shaban,REP,Attorney General,,Killingly,20,Killingly High School
John Shaban,REP,Attorney General,,Killingly,21,Killingly High School
Mark Boughton,REP,Governor,,Killingworth,73,Killingworth Elementary School
Timothy M Herbst,REP,Governor,,Killingworth,126,Killingworth Elementary School
Steve Obsitnik,REP,Governor,,Killingworth,51,Killingworth Elementary School
Bob Stefanowski,REP,Governor,,Killingworth,162,Killingworth Elementary School
David Stemerman,REP,Governor,,Killingworth,67,Killingworth Elementary School
Joe Markley,REP,Lieutenant Governor,,Killingworth,194,Killingworth Elementary School
Jayme Stevenson,REP,Lieutenant Governor,,Killingworth,101,Killingworth Elementary School
Erin E Stewart,REP,Lieutenant Governor,,Killingworth,168,Killingworth Elementary School
Matthew Corey,REP,United States Senator,,Killingworth,321,Killingworth Elementary School
Dominic Rapini,REP,United States Senator,,Killingworth,113,Killingworth Elementary School
Thad Gray,REP,Treasurer,,Killingworth,148,Killingworth Elementary School
Art Linares,REP,Treasurer,,Killingworth,301,Killingworth Elementary School
Mark Greenberg,REP,Comptroller,,Killingworth,215,Killingworth Elementary School
Kurt Miller,REP,Comptroller,,Killingworth,220,Killingworth Elementary School
Sue Hatfield,REP,Attorney General,,Killingworth,357,Killingworth Elementary School
John Shaban,REP,Attorney General,,Killingworth,90,Killingworth Elementary School
Mark Boughton,REP,Governor,,Lebanon,41,Fire Safety Complex 1
Timothy M Herbst,REP,Governor,,Lebanon,92,Fire Safety Complex 1
Steve Obsitnik,REP,Governor,,Lebanon,59,Fire Safety Complex 1
Bob Stefanowski,REP,Governor,,Lebanon,80,Fire Safety Complex 1
David Stemerman,REP,Governor,,Lebanon,55,Fire Safety Complex 1
Joe Markley,REP,Lieutenant Governor,,Lebanon,138,Fire Safety Complex 1
Jayme Stevenson,REP,Lieutenant Governor,,Lebanon,76,Fire Safety Complex 1
Erin E Stewart,REP,Lieutenant Governor,,Lebanon,106,Fire Safety Complex 1
Matthew Corey,REP,United States Senator,,Lebanon,236,Fire Safety Complex 1
Dominic Rapini,REP,United States Senator,,Lebanon,65,Fire Safety Complex 1
Thad Gray,REP,Treasurer,,Lebanon,162,Fire Safety Complex 1
Art Linares,REP,Treasurer,,Lebanon,152,Fire Safety Complex 1
Mark Greenberg,REP,Comptroller,,Lebanon,150,Fire Safety Complex 1
Kurt Miller,REP,Comptroller,,Lebanon,157,Fire Safety Complex 1
Sue Hatfield,REP,Attorney General,,Lebanon,243,Fire Safety Complex 1
John Shaban,REP,Attorney General,,Lebanon,69,Fire Safety Complex 1
Mark Boughton,REP,Governor,,Lebanon,12,Fire Safety Complex 2
Timothy M Herbst,REP,Governor,,Lebanon,27,Fire Safety Complex 2
Steve Obsitnik,REP,Governor,,Lebanon,31,Fire Safety Complex 2
Bob Stefanowski,REP,Governor,,Lebanon,39,Fire Safety Complex 2
David Stemerman,REP,Governor,,Lebanon,24,Fire Safety Complex 2
Joe Markley,REP,Lieutenant Governor,,Lebanon,56,Fire Safety Complex 2
Jayme Stevenson,REP,Lieutenant Governor,,Lebanon,19,Fire Safety Complex 2
Erin E Stewart,REP,Lieutenant Governor,,Lebanon,55,Fire Safety Complex 2
Matthew Corey,REP,United States Senator,,Lebanon,101,Fire Safety Complex 2
Dominic Rapini,REP,United States Senator,,Lebanon,21,Fire Safety Complex 2
Thad Gray,REP,Treasurer,,Lebanon,58,Fire Safety Complex 2
Art Linares,REP,Treasurer,,Lebanon,66,Fire Safety Complex 2
Mark Greenberg,REP,Comptroller,,Lebanon,66,Fire Safety Complex 2
Kurt Miller,REP,Comptroller,,Lebanon,51,Fire Safety Complex 2
Sue Hatfield,REP,Attorney General,,Lebanon,104,Fire Safety Complex 2
John Shaban,REP,Attorney General,,Lebanon,24,Fire Safety Complex 2
Mark Boughton,REP,Governor,,Ledyard,19,Juliet Long School
Mark Boughton,REP,Governor,,Ledyard,39,Juliet Long School
Timothy M Herbst,REP,Governor,,Ledyard,26,Juliet Long School
Timothy M Herbst,REP,Governor,,Ledyard,53,Juliet Long School
Steve Obsitnik,REP,Governor,,Ledyard,23,Juliet Long School
Steve Obsitnik,REP,Governor,,Ledyard,59,Juliet Long School
Bob Stefanowski,REP,Governor,,Ledyard,36,Juliet Long School
Bob Stefanowski,REP,Governor,,Ledyard,50,Juliet Long School
David Stemerman,REP,Governor,,Ledyard,19,Juliet Long School
David Stemerman,REP,Governor,,Ledyard,19,Juliet Long School
Joe Markley,REP,Lieutenant Governor,,Ledyard,52,Juliet Long School
Joe Markley,REP,Lieutenant Governor,,Ledyard,128,Juliet Long School
Jayme Stevenson,REP,Lieutenant Governor,,Ledyard,32,Juliet Long School
Jayme Stevenson,REP,Lieutenant Governor,,Ledyard,47,Juliet Long School
Erin E Stewart,REP,Lieutenant Governor,,Ledyard,36,Juliet Long School
Erin E Stewart,REP,Lieutenant Governor,,Ledyard,43,Juliet Long School
Matthew Corey,REP,United States Senator,,Ledyard,92,Juliet Long School
Matthew Corey,REP,United States Senator,,Ledyard,175,Juliet Long School
Dominic Rapini,REP,United States Senator,,Ledyard,23,Juliet Long School
Dominic Rapini,REP,United States Senator,,Ledyard,33,Juliet Long School
Thad Gray,REP,Treasurer,,Ledyard,64,Juliet Long School
Thad Gray,REP,Treasurer,,Ledyard,129,Juliet Long School
Art Linares,REP,Treasurer,,Ledyard,48,Juliet Long School
Art Linares,REP,Treasurer,,Ledyard,77,Juliet Long School
Mark Greenberg,REP,Comptroller,,Ledyard,43,Juliet Long School
Mark Greenberg,REP,Comptroller,,Ledyard,79,Juliet Long School
Kurt Miller,REP,Comptroller,,Ledyard,69,Juliet Long School
Kurt Miller,REP,Comptroller,,Ledyard,127,Juliet Long School
Sue Hatfield,REP,Attorney General,,Ledyard,96,Juliet Long School
Sue Hatfield,REP,Attorney General,,Ledyard,189,Juliet Long School
John Shaban,REP,Attorney General,,Ledyard,20,Juliet Long School
John Shaban,REP,Attorney General,,Ledyard,26,Juliet Long School
Mark Boughton,REP,Governor,,Ledyard,72,Ledyard Center School
Timothy M Herbst,REP,Governor,,Ledyard,106,Ledyard Center School
Steve Obsitnik,REP,Governor,,Ledyard,86,Ledyard Center School
Bob Stefanowski,REP,Governor,,Ledyard,112,Ledyard Center School
David Stemerman,REP,Governor,,Ledyard,55,Ledyard Center School
Joe Markley,REP,Lieutenant Governor,,Ledyard,229,Ledyard Center School
Jayme Stevenson,REP,Lieutenant Governor,,Ledyard,90,Ledyard Center School
Erin E Stewart,REP,Lieutenant Governor,,Ledyard,101,Ledyard Center School
Matthew Corey,REP,United States Senator,,Ledyard,333,Ledyard Center School
Dominic Rapini,REP,United States Senator,,Ledyard,74,Ledyard Center School
Thad Gray,REP,Treasurer,,Ledyard,208,Ledyard Center School
Art Linares,REP,Treasurer,,Ledyard,194,Ledyard Center School
Mark Greenberg,REP,Comptroller,,Ledyard,188,Ledyard Center School
Kurt Miller,REP,Comptroller,,Ledyard,213,Ledyard Center School
Sue Hatfield,REP,Attorney General,,Ledyard,349,Ledyard Center School
John Shaban,REP,Attorney General,,Ledyard,68,Ledyard Center School
Mark Boughton,REP,Governor,,Lisbon,12,Lisbon Senior Center
Timothy M Herbst,REP,Governor,,Lisbon,41,Lisbon Senior Center
Steve Obsitnik,REP,Governor,,Lisbon,21,Lisbon Senior Center
Bob Stefanowski,REP,Governor,,Lisbon,51,Lisbon Senior Center
David Stemerman,REP,Governor,,Lisbon,17,Lisbon Senior Center
Joe Markley,REP,Lieutenant Governor,,Lisbon,68,Lisbon Senior Center
Jayme Stevenson,REP,Lieutenant Governor,,Lisbon,35,Lisbon Senior Center
Erin E Stewart,REP,Lieutenant Governor,,Lisbon,32,Lisbon Senior Center
Matthew Corey,REP,United States Senator,,Lisbon,103,Lisbon Senior Center
Dominic Rapini,REP,United States Senator,,Lisbon,23,Lisbon Senior Center
Thad Gray,REP,Treasurer,,Lisbon,76,Lisbon Senior Center
Art Linares,REP,Treasurer,,Lisbon,51,Lisbon Senior Center
Mark Greenberg,REP,Comptroller,,Lisbon,65,Lisbon Senior Center
Kurt Miller,REP,Comptroller,,Lisbon,60,Lisbon Senior Center
Sue Hatfield,REP,Attorney General,,Lisbon,110,Lisbon Senior Center
John Shaban,REP,Attorney General,,Lisbon,25,Lisbon Senior Center
Mark Boughton,REP,Governor,,Lisbon,3,Lisbon Town Hall
Timothy M Herbst,REP,Governor,,Lisbon,11,Lisbon Town Hall
Steve Obsitnik,REP,Governor,,Lisbon,23,Lisbon Town Hall
Bob Stefanowski,REP,Governor,,Lisbon,36,Lisbon Town Hall
David Stemerman,REP,Governor,,Lisbon,14,Lisbon Town Hall
Joe Markley,REP,Lieutenant Governor,,Lisbon,42,Lisbon Town Hall
Jayme Stevenson,REP,Lieutenant Governor,,Lisbon,18,Lisbon Town Hall
Erin E Stewart,REP,Lieutenant Governor,,Lisbon,17,Lisbon Town Hall
Matthew Corey,REP,United States Senator,,Lisbon,61,Lisbon Town Hall
Dominic Rapini,REP,United States Senator,,Lisbon,12,Lisbon Town Hall
Thad Gray,REP,Treasurer,,Lisbon,39,Lisbon Town Hall
Art Linares,REP,Treasurer,,Lisbon,33,Lisbon Town Hall
Mark Greenberg,REP,Comptroller,,Lisbon,45,Lisbon Town Hall
Kurt Miller,REP,Comptroller,,Lisbon,27,Lisbon Town Hall
Sue Hatfield,REP,Attorney General,,Lisbon,63,Lisbon Town Hall
John Shaban,REP,Attorney General,,Lisbon,17,Lisbon Town Hall
Mark Boughton,REP,Governor,,Litchfield,20,Bantam Borough Hall
Timothy M Herbst,REP,Governor,,Litchfield,18,Bantam Borough Hall
Steve Obsitnik,REP,Governor,,Litchfield,8,Bantam Borough Hall
Bob Stefanowski,REP,Governor,,Litchfield,39,Bantam Borough Hall
David Stemerman,REP,Governor,,Litchfield,11,Bantam Borough Hall
Joe Markley,REP,Lieutenant Governor,,Litchfield,46,Bantam Borough Hall
Jayme Stevenson,REP,Lieutenant Governor,,Litchfield,13,Bantam Borough Hall
Erin E Stewart,REP,Lieutenant Governor,,Litchfield,33,Bantam Borough Hall
Matthew Corey,REP,United States Senator,,Litchfield,74,Bantam Borough Hall
Dominic Rapini,REP,United States Senator,,Litchfield,12,Bantam Borough Hall
Manny Santos,REP,U.S. House,5,Litchfield,36,Bantam Borough Hall
Ruby Corby-O'Neill,REP,U.S. House,5,Litchfield,35,Bantam Borough Hall
